poem_meta_info,x_data,allu_name,label
唐许浑《题杜居士》,机尽心猿伏，神闲意马行。,意马,动物部
唐岑参《送赵侍御归上都》,骢马五花毛，青云归处高。,骢马,动物部
宋陈与义《目疾》,不怪参军谈瞎马，但妨中散送飞鸿。,瞎马,动物部
唐白居易《有小白马乘驭多时奉使东行至稠桑驿流然而毙……》,念倍燕来骏，情深项别骓。,燕骏,动物部
唐李白《送方士赵叟之东平》,长桑晓洞视，五藏无全牛。,无全牛,动物部
隋孔德绍《王泽岭遭洪水》,惊涛遥起鹭，口岸不分牛。,不分牛,动物部
唐包估《奉和柳相公中书言怀》,凤巢方得地，牛喘最关心。,牛喘,动物部
宋杨万里《和张器先十绝》之二,向来一别十番秋，消息中间风马牛。,风马牛,动物部
宋苏轼《云龙山观烧得云字》,火牛人燕垒，燧象奔吴军。,火牛,动物部
唐李白《秋浦歌十七首》之七,醉上山公马，寒歌宁戚牛。,宁戚牛,动物部
唐元倒酬许五康住》,嘶风悲代马，喘月伴吴牛。,吴牛,动物部
宋苏拭《江月五首》之三,幸可饮我牛，不须违洗耳。,幸可饮牛,动物部
唐骆宾王《秋日饯陆道士陈文林》,青牛游华岳，赤马走吴官。,青牛,动物部
唐李商隐《井络》,将来为报奸雄辈，莫向金牛访旧踪。,金牛,动物部
清顾炎武《酬归柞明戴笠王仍播程章四子韭溪草堂联句见怀二十韵》,挂帙安牛角，担囊逐马蹄。,挂帙牛角,动物部
韦庄《贼中与萧韦二秀才同卧重疾二君寻愈余独加焉恍惚之中因有题》,胸中疑晋竖，耳下斗殷牛。,殷牛,动物部
近代陈去病《天贶节为亡妇生日》,眠牛未卜频惆怅，半夜踌躇月正弦。,眠牛,动物部
宋苏拭《腾达道挽词二首》之二,公方占贾鵩，我正买龚牛。,龚牛,动物部
宋苏轼《张作诗送砚反剑乃和其诗卒以剑归之》,斩蛟刺虎老无力，带牛佩犊吏所诃。,佩犊,动物部
宋黄庭坚《题竹石牧牛卜》,阿童三尺捶，御此老觳觫。,觳觫,动物部
宋欧阳修《和武平学士岁晚禁直书怀五言二十韵》,贪荣同卫鹤，取笑类黔驴。,黔驴,动物部
清归庄《冬至后五日访徐昭法于灵岩山下》,不须鞭策灞桥驴，那怕冻僵东郭胫。,灞桥驴,动物部
宋苏轼《送公为游淮南》,读书莫学流麦士，挟策莫比亡羊人。,亡羊1,动物部
宋黄庭坚《次韵奉送公定》,得马折足祸，亡羊多歧悲。,亡羊2,动物部
唐王绩《游仙四首》之二,吹沙聊作鸟，动石试为羊。,为羊,动物部
唐李白《南都行》,陶朱与五羖，名播天壤间。,五羖,动物部
唐杜甫《题郑十八著作文》,贾生对鵩伤王傅，苏武看羊陷贼庭。,看羊,动物部
清丘逢甲《柳汀颇急治生诗以调之》,烂羊太有封侯想，牧豕翻劳博士心。,烂羊,动物部
宋刘筠《受诏修书述怀感事三十韵》,讹谬刊三豕，公平喜众狙。,三豕,动物部
唐李白《赠范金卿二首》之一,辽东惭白豕，楚客羞山鸡。,白豕,动物部
柳亚子《沙湖钓月日题词为筱墅梅痕伉俪作》之四,句东风土清嘉县，数典吾惭丘首狐。,丘首狐,动物部
唐杜甫《久客》,狐狸何足道，豹虎正纵横。,狐狸何足道,动物部
元方回《梅雨大水》,狐假虎威饶此辈，鼠穿牛角念吾民。,狐假虎威,动物部
唐杜甫《膝王亭子二首》之一,春日莺啼修竹里，仙家犬吠白云间。,犬吠白云,动物部
唐白居易《和梦游春诗一百韵》,乌龙卧不惊，青鸟飞相逐。,乌龙,动物部
清赵黜愍忠寺石一坛相传唐太宗葬战骨处》,岂乏功臣狗，兼多君子猿。,功臣狗,动物部
唐杜甫《奉赠李八丈判官》,真成穷辙鲋，或似丧家狗。,丧家狗,动物部
唐周昙《咏史诗·春秋战国门·田文》,下客常才不足珍，谁为狗盗脱强秦。,狗盗,动物部
元吴莱《严陵应仲章自杭寄书至赋此答之》,世笑乌非鹊，吾怜狗续貂。,狗续貂,动物部
唐皮日休《宏词下第感恩献兵部侍郎》,画虎已成翻类狗，登龙才变即为鱼。,类狗,动物部
南朝梁萧纲《饯临海太守刘孝仪蜀郡太守刘孝胜》,方无夜犬惊，向息神牛斗。,夜犬,动物部
唐杜甫《八哀诗·故秘书少监武功苏公源明》,范晔顾其儿，李斯忆黄犬。,黄犬,动物部
元张翥《余伯畴归浙东简郡守王居敬》,家信十年黄耳犬，乡心一夜白头乌。,黄耳犬,动物部
明刘基《夜坐有怀呈石末公》,雄豪窃据皆屠狗，功业舆台忽续貂。,屠狗,动物部
唐杜甫《八月十五夜月》其一,此时瞻白兔，直欲数秋毫。,白兔,动物部
宋黄庭坚《送张沙河游齐鲁诸邦》,守株伺投兔，岁晚将何获。,伺投兔,动物部
唐杜甫《见王监兵马使说近山有白黑二鹰赋诗二首》之一,鹏碍九天须却避，兔藏三窟莫深忧。,兔藏三窟,动物部
唐韦庄《同旧韵》,安羡仓中鼠，危同幕上禽。,仓中鼠,动物部
宋陆游《无咎见郡斋燕集有诗末章见及敬次元韵》,千金敝帚有定价，周玉郑鼠难强名。,周玉郑鼠,动物部
清钱谦益《赠万尊师》,莫为社公频发怒，人间狐鼠正喧厄。,狐鼠,动物部
宋苏轼《客俎经旬无肉》,使君不复怜乌攫，属国方将掘鼠余。,掘鼠,动物部
唐李商隐《安定城楼》,不知腐鼠成滋味，猜忌鵷雏竟未休。,腐鼠,动物部
宋陆游《识喜》,傲世曾歌楚人风，著书久绝鲁郊麟。,鲁郊麟,动物部
唐骆宾王《远使海曲春夜多怀》,未安胡蝶梦，遽切鲁禽情。,鲁禽,动物部
唐李侨《拟古东飞伯劳西飞燕》,传书青鸟迎萧凤，巫岭荆台一通梦。,青鸟,动物部
唐李峤《扈从还洛呈侍从群官》,祝鸟既开罗，调人更张瑟。,祝鸟,动物部
三国魏曹植仨良诗》,黄鸟为悲鸣，哀哉伤肺肝。,黄鸟悲鸣,动物部
唐李白《寓言三首》之二,区区精卫鸟，衔木空哀吟。,精卫鸟,动物部
明张雨《凤洞》,第几峰前苍玉洞，何年于此风求凰。,凤求凰,动物部
北周庾信《道士步虚词》,凤林采珠实，春山种玉荣。,凤采珠实,动物部
唐刘禹锡《酬乐天见贻贺金紫之什》,久学文章含白凤，却因政事赐金鱼。,白凤,动物部
唐李商隐《偶成转韵七十二句赠四同舍》,廷评日下握灵蛇，书记眠时吞彩凤。,吞彩凤,动物部
宋杨亿《宣曲二十二韵》,秦凤来何晚，燕来梦未成。,秦凤,动物部
宋陆游《识喜》,傲世曾歌楚人凤，著书久绝鲁郊麟。,楚人风,动物部
唐李峤《雉》,楚郊疑凤出，陈宝若鸡鸣。,楚郊凤,动物部
唐罗隐《秋晓寄友人》,手中彩笔夸题凤，天上泥封奖狎鸥。,题凤,动物部
唐孙逖《和左卫武仓曹卫中对雨创韵赠右卫李骑曹》,枳棘鸾无叹，椅梧凤必巢。,枳棘鸾,动物部
唐赵嘏《代人赠别》,会须携手乘鸾去，萧史楼台在王京。,乘鸾,动物部
唐李商隐《无题四首》之三,多羞钗上燕，真愧镜中鸾。,镜中鸾,动物部
唐陆龟蒙《孤雁》,吾常吓鸳雏，尔辈安足讪。,鸳雏,动物部
唐李咸用《空城雀》,茫茫九万鹏，百雉且为乐。,九万鹏,动物部
唐李白《行路难》之三,华亭鹤唳讵可闻，上蔡苍鹰何足道。,上蔡苍鹰,动物部
唐骆宾王《幽絷书情通简知己》,骢马刑章峻，苍鹰狱吏猜。,苍鹰,动物部
唐沈佳期《赦到不得归题江上石》,魂疲山鹤路，心醉跕鸢溪。,跕鸢,动物部
唐罗隐《秋日怀孟夷庚》,知己秦貂没，流年贾鵩悲。,贾鵩,动物部
唐杜甫《观李固请司马弟山水图三首》之二,范蠡舟扁小，王乔鹤不群。,王乔鹤,动物部
唐杜甫《卜居》,归羡辽东鹤，吟同楚执硅。,辽东鹤,动物部
唐李白《自潥水道哭王炎》,海内故人泣，天涯吊鹤来。,吊鹤,动物部
宋苏轼《于潜僧绿筠轩》,若对此君仍大嚼，世间那有扬州鹤？,扬州鹤,动物部
北周庾信《和张侍中述怀》,生民忽已鱼，君子徒为鹤。,君子徒为鹤,动物部
唐沈佳期《移禁司刑》,宠迈乘轩鹤，荣过食稻凫。,轩鹤,动物部
唐卢纶《题念济寺晕上人院》,放鹤临山阁，降龙步石桥。,放鹤,动物部
唐李商隐《曲江》,死忆华亭闻唳鹤，老忧王室泛铜驼。,唳鹤,动物部
唐卢纶《送黎燧尉阳翟》,潘县花添发，梅家鹤暂来。,梅家鹤,动物部
唐李商隐《病中闻河东公乐营置酒口占寄上》,嵇鹤元无对，荀龙不在夸。,嵇鹤,动物部
唐刘禹锡《赠渲州高大夫司马霞寓》,残兵疑鹤唳，空垒辨乌声。,鹤唳,动物部
唐李商隐《井络》,堪叹故君成杜宇，可能先主是真龙。,杜宇,动物部
唐郑谙《奉和幸上官昭容院献诗四首》之四,河鹊填桥至，山熊避槛来。,河鹊,动物部
南朝梁庾肩吾《七夕》,情语雕陵鹊，填河未可飞。,雕陵鹊,动物部
南朝来鲍照《代空城雀》,犹胜吴官燕，无罪得焚巢。,吴宫燕,动物部
唐李商隐《无题四首》之三,多羞钗上燕，真愧镜中鸾。,钗上燕,动物部
唐崔日用《立春游苑迎春应制》,瑶筐彩燕先呈瑞，金缕晨鸡未学鸣。,彩燕,动物部
宋陆游《排问》,君看投林猿，终异巢幕燕。,巢幕燕,动物部
唐刘禹锡《和牛相公题姑苏所寄太湖石兼寄李苏州》,眇小欺湘燕，团圆笑落星。,湘燕,动物部
金元好问《寄希颜二首》之一,动色云山如有喜，忘机鸥鸟亦相亲。,忘机鸥鸟,动物部
唐元稹《遣行十首》之二,射叶杨才破，闻弓雁已惊。,闻弓雁,动物部
唐杜甫《白帝城楼》,急急能鸣雁，轻轻不下鸥。,能鸣雁,动物部
宋黄庭坚《送刘季展以军雁门二首》之一,试寻北产汗血驹，莫杀南飞寄书雁,寄书雁,动物部
唐李商隐《酬令狐郎中见寄》,不见衔芦雁，空流腐草萤。,衔芦雁,动物部
唐岑参《送李别将一摄伊吾令充使赴武威便寄崔员外》,马疾行千里，凫飞向五凉。,凫飞,动物部
唐李咸用《和殷衙推春霖即事》,蚌鹬徒喧竞，笙歌罢献酬。,蚌鹬,动物部
明李东阳《于景瞻府尹寿诗》,京尹望高曾荐鹦，省郎官贵早乘龙。,荐鹗,动物部
唐李白《古朗月行》,羿昔落九乌，天人清且安。,九乌,动物部
唐杜甫《岳麓山道林二寺行》,莲花交响共命鸟，金榜双回三足乌。,三足乌,动物部
唐白居易《江州赴忠州至江陵已来舟中示舍弟五十韵》,乌头因感白，鱼尾为劳赪。,乌头,动物部
来陆游《雀啄粟》,坡头车败雀啄粟，桑下饷来乌攫肉。,乌攫肉,动物部
明杨维帧《匹乌曲》,结生不作白头伴，结死须作青陵乌。,青陵乌,动物部
北周庾信《预麟趾殿校书和刘仪同》,月落将军树，风惊御史乌。,御史乌,动物部
南朝陈张正见《雉子斑》,陈仓雉未飞，敛翮依芳甸。,陈仓雉,动物部
清吴雯《和赠沈客子》,呦呦思近华山路，祝祝复远尸乡鸡。,尸乡鸡,动物部
唐张枯《送韦正字[木片]贯赴制举》,木鸡方备德，金马正求贤。,木鸡,动物部
宋王安石《次张店公韵》,公乘白凤今何处，我适新年值白鸡。,白鸡,动物部
清钱谦益《得卢德水宿迁书却寄六十四韵》,肆赦纶竿鸡，重归华表鹤。,纶竿鸡,动物部
宋苏拭《闻子由为郡行所裙恐当去官》,子虽仅自免，鸡肋安足顿。,鸡肋1,动物部
唐罗隐《寄洪正师》,鸡肋曹公忿，猪肝仲叔惭。,鸡肋2,动物部
唐李世民《人渲关》,高谈先马度，伪晓预鸡鸣。,鸡鸣,动物部
明刘炳《同周伯宁连榻剧谈悲歌有感》,夜半闻鸡眠不著，草堂秋雨读阴符。,夜半闻鸡,动物部
唐张九龄《赠澧阳韦明府》,谁开太阿匣，持割武城鸡。,武城鸡,动物部
宋苏轼《次韵孔毅父集古人诗见赠五首》之一,天边鸿鹊不易得，便令作对随家鸡。,家鸡,动物部
唐沈佳期《夏日梁王席送张岐州》,秦鸡常下雍，周凤昔鸣歧。,秦鸡,动物部
唐李商隐《井泥四十韵》,淮南鸡舐药，翻向云中飞。,淮南鸡,动物部
唐李白《赠范金卿二首》之一,辽东惭白豕，楚客羞山鸡。,楚客山鸡,动物部
唐崔护《山鸡舞石镜》,庐峰开石镜，人说舞山鸡。,舞山鸡,动物部
唐陆龟蒙《蔬食》,孔融不要留残脍，庾悦无端吝子鹅。,子鹅,动物部
唐李白《经乱后将避地判中留赠崔宣城》,双鹅飞洛阳，五马渡江徼。,双鹅飞,动物部
李怨传》,李槊想夜袭蔡州，“行七十里，夜半至悬瓠城，雪甚，城旁皆鹅骛池，槊令击之，以乱军声。,半夜鹅,动物部
唐李白《送贺宾客归越》,山阴道士如相见，应写《黄庭》换白鹅。,换鹅,动物部
宋苏就《次韵答章传道见赠》,门前可罗雀，感子烦屡扣。,罗雀,动物部
五代前蜀韦庄《和郑拾遗秋日感事一百韵》,人心惊獬豸，雀意伺螳螂。,雀伺螳螂,动物部
唐贯休《遇叶进土》,自愧龙钟人，见此冲天翼。,冲天翼,动物部
唐高适《酬秘书弟兼寄幕下诸公》,并负垂天翼，俱乘破浪风。,垂天翼,动物部
唐李商隐《寄华岳孙逸人》,海上呼三鸟，斋中戏五禽。,戏五禽,动物部
林学衡《调叔永兼示东生》,以兹云间龙，陋彼辽东豕。,云间龙,动物部
唐李白《蜀道难》,上有六龙回日之高标，下有冲波逆折之回川。,六龙,动物部
唐杜牧《怀钟陵旧游四首》之二,未掘双龙牛斗气，高悬一榻栋梁材。,未掘双龙,动物部
唐温庭筠《开成五年秋书怀一百韵》,虎拙休言画，龙希莫学屠。,龙屠,动物部
清宋琬《哭门人孙石书》之一,囊中白雪孤儿哭，门外青蝇吊客来。,青蝇,动物部
唐温庭筠《开成五年秋……兼呈袁郊苗绅李逸三友人一百韵》,叶龙图天矫，燕鼠笑胡卢。,叶龙,动物部
唐刘禹锡《壮士行》,明日长桥上，倾城看斩蛟。,斩蛟,动物部
金元好问《观江涨》,佽飞斗蛟鳄，燃犀出鳞介。,佽飞斗蛟,动物部
唐刘禹锡《奉和裴晋公凉风亭睡觉》,骊龙睡后珠元在，仙鹤行时步又轻。,骊龙,动物部
唐岑参《寻少室张山人闻与周明府同人都》,叶县凫共去，葛陂龙暂还。,葛陂龙,动物部
唐李商隐《昭肃皇帝挽歌辞三首》之二,始巢阿阁凤，旋驾鼎湖龙。,鼎湖龙,动物部
明吴廷翰《删》,百年梦寐王祥鲤，千里风情张翰鲈。,王祥鲤,动物部
明张煌言《重经南日吊沈彤庵相国》,渭曲摸随双鲤逝，延津剑化一龙吟。,双鲤,动物部
唐李白《江夏使君叔席上赠史郎中》,希君生羽翼，一化北溟鱼。,北溟鱼,动物部
宋苏轼《次韵周开祖长官见寄》,犀首正缘无事饮，冯援应为有鱼留。,冯谖有鱼,动物部
清尤侗《吾年五十九》,势失龙为鱼，时乖鼠变虎。,龙为鱼,动物部
唐白居易《杂感》,城门自焚爇，池鱼罹其殃。,池鱼,动物部
唐杜审言《扈从出长安应制》,山追散马日，水忆钓鱼人。,钓鱼,动物部
唐李贺《李凭婆篌引》,梦人神山教神妪，老鱼跳波瘦蛟舞。,鱼跳波,动物部
唐温庭筠《开成五年秋……兼呈袁郊苗绅李逸三友人一百韵》,定为鱼缘木，曾因兔守株。,鱼缘木,动物部
南朝梁陆捶《以诗代书别后寄赠》,讵知亭长肉，宁挂府丞鱼？,府丞鱼,动物部
唐刘得仁《长信宫》,一从悲画扇，几度泣前鱼。,前鱼,动物部
唐白居易《香炉峰下新置草堂即事咏怀题于石上》,倦鸟得茂树，涸鱼返清源。,涸鱼,动物部
唐沈全期《赦到不得归题江上石》,少宽穷涸鲍，犹愍触藩羝。,涸鲋,动物部
唐李群玉《昼寐》,正作庄生梦，谁知惠子鱼？,惠子鱼,动物部
唐贯休《激江秋居作》,面前小沼清如镜，终养琴高赤鲤鱼。,琴高赤鲤鱼,动物部
唐杜牧《卢秀才将出王屋高步名场江南相逢赠别》,交游话我凭君道，除却鲈鱼更不闻。,鲈鱼,动物部
唐罗隐《圣真观刘真师院十韵》,支床龟纵老。取箭鹤何慵？,支床龟,动物部
唐李德裕《述梦诗四十韵》,龟顾垂金纽，鸾飞曳锦袍。,龟顾,动物部
唐陈陶《题僧院紫竹》,从来道生一，况伴龟藏六。,龟藏六,动物部
唐钱起《巨鱼纵大壑》,倾危嗟幕燕，隐晦诮泥龟。,泥龟,动物部
宋苏轼《次韵水官诗》,丹青偶为戏，染指初尝鼋。,尝鼋,动物部
唐李白《赠薛校书》,未夸观涛作，空郁钓鳌心。,钓鳌,动物部
唐元稹《献荣阳公诗五十韵》,劲芟鳖足断，精贯虱心穿。,鳌足,动物部
元谢应芳《顾中英临濠惠书词甚慷慨诗以代简》,酒杯已辨弓蛇误，药杵无劳玉兔将。,弓蛇,动物部
唐李咸用《西门行》,汉高偶试神蛇验，武王龟筮惊人险。,汉高偶试,动物部
唐罗隐《秋日汴河客舍酬友人》,烦君更枉骚人句。白凤灵蛇满袖中。,灵蛇,动物部
唐张九龄《奉和圣制次成皋先圣擒建德之所》,地识斩蛇处，河临饮马间。,斩蛇,动物部
宋苏轼《和孔密州五绝·和流杯石上草书小诗》,蜂腰鹤膝嘲希逸，春蚓秋蛇病于云。,春蚓秋蛇,动物部
宋刘兼《中春登楼》之二,失手已惭蛇有足，用心休为鼠无牙。,蛇有足,动物部
唐戴复古《豫章巨浸呈陈幼度提干》,自成鼓吹喧朝夕，输与东湖两部蛙。,两部蛙,动物部
宋王令《和束熙之雨后》,如何农亩三时望，只得官蛙一饷鸣。,官蛙,动物部
唐杜甫《八月十五夜月》之二,刁斗皆催晓，蟾蜍且自倾。,蟾蜍,动物部
唐白居易《不如来饮酒七首》其七,相争两蜗角，所得一牛毛。,蜗角,动物部
宋苏轼《故周茂叔先生廉溪》,怒移水中蟹，爱及屋上乌。,水中蟹,动物部
宋苏轼《和周正孺坠马伤手》,书空渐觉新诗健，把蟹行看乐事全。,把蟹,动物部
唐段成式《蜡像联二十字绝句》,宁同蚌顽恶，但与鹬相持。,蚌鹬相持,动物部
清归庄《卜居》之十二,吾欲向南徼，短狐射人衣。,短狐,动物部
唐刘禹锡《伤秦妹行》,冯夷翩跹舞渌波，鲛人出听停绡梭。,鲛人,动物部
唐李白《送季之江东》,多惭一日长，不及二龙贤。,二龙,动物部
清宋琬《白髭》,趋炎不上江郎颊。欲涅还愁墨翟丝。,墨翟丝,器用部
宋孙觌《再至》,悬知不是唐王播，惭愧高僧护碧纱。,护碧纱,器用部
唐元稹《春别》,肠断回文锦，春深独自看。,回文锦,器用部
唐李商隐《玄微先生》,龙竹裁轻策，鲛绡熨下裳。,鲛绡,器用部
李郢《奉陪裴相公重阳日游安乐池亭》,自笑吐茵还酩酊，日斜空从绛衣回。,吐茵,器用部
清刘蓉《园花为风雨摧落感赋长句》,飘茵坠溷曾何择，摇落春风惜此材。,飘茵,器用部
唐钱起《送薛判官赴蜀》,始见儒者雄，长缨系余孽。,长缨,器用部
宋黄庭坚《次韵孙子实寄少游》,谁能借前筹，还妇用束緼。,束緼,器用部
唐杜甫《七月一日题终明府水楼二首》之二,宓子弹琴邑宰日，终军弃繻英妙时。,终军弃繻,器用部
唐骆宾王《在江南赠宋五之问》,犹轻五车富，未重一囊贫。,一囊,器用部
清张问陶《除日同亥白登豆积山游唐冲妙先生张果祠》,笑索阮囊贫，惟余一两屐。,阮囊,器用部
宋陆游《春夏雨旸调适颇有丰岁之望喜而有作》,二十年无赤白囊，人间何地不耕桑。,赤白囊,器用部
宋陆游《衡门独立》,宋清药卷贫来积，李贺诗囊病后空。,李贺诗囊,器用部
唐杜甫《奉寄河南韦尹丈人》,青囊仍雅逸，章甫尚西东。,青囊,器用部
唐杜甫《遣闷》,气冲看剑匣，颖脱抚锥囊。,锥囊,器用部
唐杜甫《又示宗武》,试吟青玉案，莫羡紫罗囊。,紫罗囊,器用部
唐李白《鞠歌行》,朝歌鼓刀叟，虎变磻溪中。,朝歌鼓刀,器用部
唐李商隐《城上》,贾生游刃极，作赋又论兵。,游刃,器用部
宋黄庭坚《记梦》,两客争棋烂斧柯，一儿坏局君不呵。,烂斧柯,器用部
元萨都刺《和马伯庸除南台中丞……》,桂殿且留修月斧，银河未许度星轺。,修月斧,器用部
唐杜甫《奉赠鲜于京兆二十韵》,脱略磻溪钓，操持郢匠斤。,郢匠斤,器用部
陈世宜《得天梅书却寄》之三,其时同荷刘伶锸，一醉空江卧月明。,刘伶锸,器用部
清查慎行《送叔毅南归》,封书病捡山妻药．陈荚慵探季子锥。,季子锥,器用部
唐刘禹锡《有感》,地幽蚕室闭，门静雀罗开。,雀罗,器用部
清王士禄《虫豸诗》,只应同吉网，莫更诩经纶。,吉网,器用部
清顾炎武《赠万举人寿棋》,白龙化为鱼，一入豫且网。,豫且网,器用部
唐杜甫《秋日荆南述怀》,垂旒资穆穆，祝网但恢恢。,祝网,器用部
清赵翼《邵松阿落一齿已而落处更生所谓儿齿也走笔奉和》,非遭邻女梭，岂被逻卒击。,邻女梭,器用部
唐温庭筠《奉天西佛寺》,宗臣欲舞千钧剑，追骑犹观七宝鞭。,七宝鞭,器用部
唐陆龟蒙《奉和龚美古杉三十韵》,挺若苻坚捶，浮于祖纳椎。,苻坚棰,器用部
唐李白《赠宣城宇文太守兼呈崔侍御》,多逢剿绝儿，先着祖生鞭。,祖生鞭,器用部
唐李白《送林陶将军》,莫道词人无胆气，临行将赠绕朝鞭。,绕朝鞭,器用部
唐李白《送林陶将军》,莫道词人无胆气，临行将赠绕朝鞭。,绕朝鞭,器用部
唐李群玉《伤友》,玉棺来九天，凫舃掩穷泉。,玉棺,器用部
唐李白《少年子》,金丸落飞鸟，夜人琼楼卧。,金丸,器用部
宋苏轼《约公择饮是日大风》,偷儿夜探黑白丸，奋髯忽逢朱子元。,黑白丸,器用部
明高启《送倪雅》,聊持毛子檄，暂脱刘生剑。,毛子檄,器用部
宋刘过《题凤凰台》,时事不言惟拄笏，书生无用且衔杯。,拄笏,器用部
唐司空曙《送卢堪》,莫使称生刺，空留怀袖中。,祢生刺,器用部
宋苏拭《和穆父新凉》,受知如负债，粗报乃焚券。,焚券,器用部
晋陶潜《咏荆轲》,图穷事自至，豪主正怔营。,图穷,器用部
唐张祜《送蜀客》,莫亦卓家垆，相如已屑屑。,卓家垆,器用部
宋方岳《戏成》,铸错空糜六州铁，补鞋不似两钱催。,六州铁,器用部
清顾炎武《杭州》之二,青丝江上来，朱邸城中出。,青丝,器用部
宋张耒《赠无咎以既见君子胡为不喜为韵八首》之六,虽乏无何杯，犹多未见书。,无何杯,器用部
唐戴叙伦《赠行脚憎》,木杯能渡水，铁钵肯降龙。,木杯,器用部
唐高适《酬裴员外以诗代书》,辛酸陈候诔，叹息季鹰杯,季鹰杯,器用部
唐杜甫《醉时歌》,相如逸才亲涤器，子云识字终投阁。,相如涤器,器用部
宋陈与义《答元方达怀作》,汝悔蛇杯应已悟，襄陵驹隙竟难留。,蛇杯,器用部
唐李义《幸白鹿观应制》,云幄临悬圃，霞杯荐赤城。,霞杯,器用部
宋杨亿《泪二首》之一,汉殿微凉金屋闭，魏官清晓玉壶欹。,玉壶欹,器用部
宋孔平仲《小庵初成奉酬元师》,自有琴书增道气，别开世界在仙壶。,仙壶,器用部
北周庾信《奉和赵王喜雨》,投壶欲起电，倚柱稍惊雷。,投壶,器用部
宋范成大《重九日行营寿藏之地》,家山随处可行楸，荷锸携壶似醉刘。,荷锸携壶,器用部
宋苏轼《次韵刘景文见寄》,莫因老骥思千里，醉后哀歌缺唾壶。,缺唾壶,器用部
宋陈与义《道中寒食》,刺史葡萄酒，先生首薄盘。,苜蓿盘,器用部
宋陆游《石帆山下》,尚嫌名挂东林社，那问尘生北海樽。,北海樽,器用部
唐李商隐《咏怀寄秘阁旧僚二十韵》,自哂成书麓，终当咒酒卮。,咒酒卮,器用部
清林寿图《感逝三首》之一,昔者漆园叟，箕踞歌鼓盆。,歌鼓盆,器用部
宋陈师道《古墨行》,明窗净几风日暖，有愁万斛才八斗。,才八斗,器用部
宋黄庭坚《次韵奉送定公》,不为五斗折，自无三径资。,五斗折,器用部
宋杨亿《清风十韵》,五斗酲初折，三年翼自高。,五斗酲,器用部
宋黄庭坚《次韵王炳之惠玉版纸》,愿公进德使见书，不敢求公米千斛。,米千斛,器用部
唐李贺《送秦光禄北征》,呵臂悬金斗，当唇注玉罍。,金斗,器用部
宋黄庭坚《秘阁观苏子美题壁》,不甘老天禄，试欲叫未央。小臣胆如斗，侏儒俸一囊。,胆如斗,器用部
南朝梁刘孝威《奉和六月壬午应令》,石累元卿径，枝挂许由瓢。,许由瓢,器用部
唐李咸用《依韵休睦上人山居十首》之四,季子祸从怜富贵，颜生道在乐箪瓢,箪瓢,器用部
唐储光羲《贻王侍御出台椽丹阳》,南华在濠上，谁辨魏王瓠？,魏王瓠,器用部
唐卢照邻《失群雁》,金龟全写中牟印，玉鹄鹊当变莱芜釜。,莱芜釜,器用部
请吴伟业《下相怀古》,破釜救邯郸，功居入关上。,破釜,器用部
唐李白《赠张公洲革处士》,抱瓮灌秋蔬，心闲游天云。,抱瓮,器用部
唐韩握《三月》,新愁旧恨真无奈，须就邻家瓮底眠。,邻家瓮,器用部
清赵翼《穆庵待读见余近作枉赠佳章奉答》,鞭长难获扬雄瓿，绠短方思董子帷。,扬雄瓿,器用部
唐骆宾王《和李明府》,藻掞潘江澈，尘虚范甑清。,范甑,器用部
宋陆游《三月十六日作》,功名堕甑谁能问，羞作饥鹰夜掣韝。,堕甑,器用部
宋杨万里《赠王婿时可》,两家不是无家法。何须外人问衣体。,衣钵,器用部
唐李商隐《送千牛李将军赴阔五十韵》,纵未移周鼎，何辞免赵坑。,周鼎,器用部
宋杨万里《午热登多稼亭》,矮屋炎天不可居，高亭爽气亦元无。,矮屋,器用部
唐岑参《钱王荣判官赴襄阳道》,津头习氏宅，江上夫人城。,习氏宅,器用部
唐吴融《偶题》,乌衣旧宅犹能认，粉竹金松一两枝。,乌衣旧宅,器用部
唐徐夤《草木》,菊英空折罗含宅，榆荚不生原宪家。,罗含宅,器用部
唐李端《折杨柳》,隋家两岸尽，陶宅五株荣。,陶宅,器用部
唐王维《戏题示萧氏甥》,老夫何足似，弊宅倘因之。,弊宅因之,器用部
唐杜甫《奉和严中丞西城晚眺十韵》,辞第输高义，观图忆古人。,辞第,器用部
清毛奇龄《广文先生歌赠张学博》,莫嫌高论与众殊，此间已是张融居。,张融居,器用部
南朝梁高爽《往晋陵联句》,问舍且求田，音乱无可择。,问舍,器用部
唐苏颋《奉和幸韦嗣立山庄应制》,帝幄期松子，臣庐访葛侯。,臣庐,器用部
唐骆宾王《夏日游德州赠高四》,聊安张蔚庐，讵扫陈蕃室？,张蔚庐,器用部
唐皇甫冉《曾东游以诗寄之》,迢迢始宁墅，芜没谢公宅。,始宁墅,器用部
清毛奇龄《留别张中宪锡悍有感》,谢公东墅一望遥，何年相忆还相招？,谢公东墅,器用部
南朝陈萧拴《咏衔泥双燕》,学飞疑汉妾，巢幕惮吴宫。,巢幕吴宫,器用部
宋戴复古《访赵东野》,四山便是清凉国，一室可为安乐窝。,安乐窝,器用部
唐白居易《新昌新居书事四十韵》,陈室何曾扫，陶琴不要弦。,陈室,器用部
清唐孙华《次韵答王随庵》之一,藏身且筑袁闳室，避世难求秦系峰。,袁闳室,器用部
唐李白《白马篇》,羞人原宪室，荒径隐蓬蒿。,原宪室,器用部
