allu_name,x_data,label
狐假虎威,《战国策·楚策一》：“虎求百兽而食之，得狐。狐曰：子无敢食我也。天帝使我长百兽，今子食我，是逆天帝命也。子以我为不信，吾为子先行，子随我后。观百兽之见我而敢不走乎？虎以为然，故遂与之行，兽见之皆走。虎不知兽畏己而走也，以为畏狐也。”,动物部
乌龙,晋陶潜《搜神后记》卷九：“会稽句章民张然，滞役在都，经年不得归。家有少妇，无子，惟与一奴守舍，妇遂与奴私通。然在都养一狗，甚快，名曰乌龙，常以自随。后假归，妇与奴谋，欲得杀然。然及妇作饭食，共坐下食。妇语然：与君当大别离，君可强啖。然未得瞰，奴已张弓拔矢当户，须然食毕。然涕泣不食，乃以盘中肉及饭掷狗，祝曰：养汝数年，吾当将死，汝能救我否？狗得食不啖，惟注睛舐唇视奴。然亦觉之。奴催食转急，然决计，拍膝大呼曰：乌龙与手。”狗应声伤奴。奴尖刀杖倒地，狗咋其阴，然因取刀杀奴。以妇付县，杀之。”,动物部#人事部
功臣狗,《史记·萧相国世家》：“汉五年，既杀项羽，定天下，论功行封。群臣争功，岁余功不决。高相以萧何功最盛，封为酂侯，所食邑多。功臣皆曰：臣等身被坚执锐，多者百余战，少者数十合，攻城略地，大小各有差。今萧何未尝有汗马之劳，徒持文墨议论，不战，顾反居臣等上，何也？高帝国：“诸君知猎乎？曰：知之。知猎狗乎？曰：知之。高帝曰：夫猎，追杀兽兔者狗也，而发踪指示兽处者人也。今诸君徒能得走兽耳，功狗也。至如萧何，发踪指示，功人也。”,动物部#人物部
狗续貂,《晋书·赵王伦传》：“（赵王化）乃僭帝位……其余同谋者咸超阶越次，不可胜纪，至于奴卒厮役亦加以爵位。每朝会，貂蝉盈坐，时人为之谚曰：貂不足，狗尾续。”,动物部#人事部
兔藏三窟,《战国策·齐策四》：冯援在薛焚烧了孟尝君的债券。后孟尝君至薛，百姓夹道欢迎，“孟尝君顾谓冯援：先生所为文市义者，乃今日见之。冯援曰：狡兔有三窟，仅得免其死耳。今君有一窟，未得高枕而卧也，请为君复凿二窟。”,动物部#地理部
狐鼠,《晋书·谢鲲传》：“及（王）敦将为逆，谓谢鲲曰：刘隗奸邪，将危社稷。吾欲除君侧之恶，匡主济时，何如？对曰：隗诚始祸，然城狐社鼠也。敦怒曰：君庸才，岂达大理。出鲲为豫章太守，又留不遣，藉其才望，逼与俱下。”,动物部#政事部
鲁禽,《庄子·至乐》：“昔者海鸟止于鲁郊，鲁侯御而觞之于庙，奏九韶以为乐，具太牢以为膳。鸟乃眩视忧悲，不敢食一脔，不敢饮一杯，三日而死。此以己养养鸟也，非以鸟养养鸟也。”,动物部#人事部
青鸟,汉班固《汉武故事》：“七月七日，上于承华殿斋，日正中，忽见有青鸟从西方来，集殿前。上问东方朔，朔对曰：西王母暮必降尊象，上宜洒扫以待之。……有顷，王母至、乘紫车，玉女夹驭，载七胜，青气如云，有二青鸟如鸾，夹侍王母旁。”,动物部#九流部#天文部
黄鸟悲鸣,《左传·文公六年》：“秦伯任好（秦穆公）卒，以子车氏之三子奄息、仲行、鍼虎为殉，皆秦之良也。国人哀之，为之赋《黄鸟》。”（《黄鸟》见《诗经·秦风》）,动物部#文明部#人物部#人事部
凤采珠实,《艺文类聚》卷九十引《庄子》曰：“吾闻南方有鸟，其名为凤，所居积石千里，天为生食，其树名琼枝，高百仞，以璆琳、琅玕为实。天又为生离珠，一人三头，递卧递起，以伺琅玕。”按：今本《庄子》无此文。《尔雅·释地》：“西北之美者，有昆仑墟之璆琳、琅玕焉。”郭珍注：“璆琳，美玉名。琅玕，状似珠也。”,动物部
白凤,《西京杂记·卷二》：扬雄“著《太玄经》，梦吐凤凰，集《玄》之上，顷而灭”。,动物部#文明部#人物部
镜中鸾,《艺文类聚》卷九十引南朝宋范泰《鸾鸟诗序》：“昔罽宾王结罝峻卯之山，获一鸾鸟。王甚爱之，欲其鸣而不能致也。乃饰以金樊，飨以珍羞，对之愈戚，三年不鸣。其夫人曰：尝闻鸟见其类而后鸣，何不悬镜以映之？王从其意鹰睹形悲鸣，哀响中霄，一奋而绝。”,动物部#伦类部#文明部#人事部
苍鹰,《史记·酷吏列传》：“郅都迁为中尉。丞相条侯至贵据也，而都揖丞相。是时民朴，畏罪自重，而都独先严酷，致行法不避贵戚，列侯宗室见都侧目而视，号曰苍鹰。”,动物部#人物部#政事部
贾鵩,《史记·屈原贸生列传》：“贾生（贾谊）为长沙王太傅三年，有鸮飞人贾生舍，止于坐隅。楚人命鸨曰服（鵩）。贾生既以谪居长沙，长沙卑湿，自以为寿不得长，伤悼之，乃为赋以自广。”,动物部#文明部#人事部
王乔鹤,汉刘向《列仙传·王子乔》：“王子乔者，周灵王太子晋也。好吹笙，作凤凰鸣。游伊洛之间，道士浮丘公接以上嵩高山。三十余年后，求之于山上，见桓良曰：告我家：七月七日待我于缑氏山巅。至时果乘白鹤驻山头，望之不得到，举手谢时人，数日而去。”,动物部#九流部#人事部
辽东鹤,晋陶潜《搜神后记》：“丁令威，本辽东人，学道于灵虚山。后化鹤归辽，集城门华表柱。时有少年，举弓欲射之。鹤乃飞，徘徊空中而言曰：有鸟有鸟丁令威，去家千年今始归。城郭如故人民非，何不学仙冢累累。遂高上冲天。今辽东诸丁云其先世有升仙者，但不知名字耳。”,动物部#九流部#器用部#人事部
轩鹤,《左传悯公二年》：“冬十二月，狄人伐卫。卫懿公好鹤，鹤有乘轩者。将战．国人著甲者皆曰，使鹤，鹤实有禄位，余焉能战？”,动物部#人物部
放鹤,《世说新语·言语》：“支公好鹤，住剡东峁山。有人遗其双鹤，少时翅长欲飞。支意惜之，乃铩其融。鹤轩翥不复能飞，乃反顾翅，垂头视之，如有懊丧意。林曰：既有凌霄之姿，何肯为人作耳目近玩？养令翮成置，使飞去。”,动物部
唳鹤,《世说新语·尤悔》：“陆平原河桥败，为卢志所谗，被诛，临刑叹曰：欲闻华亭鹤唳，可复得乎？”,动物部#人事部
嵇鹤,《世说新语·容止》：“有人语王戎曰：嵇延祖卓卓如野鹤之在鸡群。答曰：君未见其父耳。”,动物部#人事部
杜宇,《禽经·杜鹃》“蜀右曰杜宇”晋张华注引汉李膺《蜀志》曰：望帝称王于蜀，得荆州人鳖灵，便立以为相。“后数岁，望帝以其功高，禅位于鳖灵，号日开明氏。望帝修道，处西山而隐，化为杜鹃鸟，或云化为杜宇鸟，亦曰子规鸟，至春则啼，闻者凄恻。”,动物部#人物部#人事部
雕陵鹊,《庄子·山木》：“庄周游于雕陵之樊，睹一异鹊自南方来者，翼广七尺，目大运寸，感周之颡而集于栗林。庄周曰：此何鸟哉，翼殷不逝，目大不睹？蹇裳臞步，执弹而留之。睹一蝉，方得美荫而忘其身；螳螂执翳而搏之，见得而忘其形；异鹊从而利之。见利而忘其真。庄周怵然曰：噫！物固相累，二类相召也。”,动物部
吴宫燕,《越绝书》卷二《外传记吴地》：“西官在长秋，周一里二十六步。秦始皇帝十一年，守宫者照燕，失火烧之。”,动物部#器用部#人事部
钗上燕,汉郭宪《洞冥记》：“元鼎元年，（汉武帝）起招仙阁于甘泉宫西。……燃芳苡灯，……有青鸟，赤头，道路而下，以迎神女。神女留玉钗以赠帝，帝以赐赵婕妤。至昭帝元凤中，宫人犹见此钗。黄琳欲之，明日示之，既发匣，有白燕飞升天。后宫人学作此效，日名玉燕钗，言吉祥也。”,动物部#器用部
彩燕,南朝梁宗懔《荆楚岁时记》：“立春之Ｂ，悉剪彩为燕戴之，贴宜春二字。”杜公赡注引晋傅咸《燕赋》曰：“四时代至，敬逆其始。彼应运于东方，乃设燕以迎至。晕[日换羽]经翼之歧歧，若将飞而未起。何夫人之功巧，式仪形之有似。”,动物部#天文部
衔芦雁,《淮南子修务训》：“夫雁顺风以爱气力，衔芦而翔，以备增弋。”晋崔豹《古今注》：“雁自河北渡江南，瘦瘠，能高飞，不畏矰缴。江南沃饶，每至还河北，体肥，不能高飞，恐为虞人所获，常衔芦，长数寸，以防缴焉。”,动物部#植物部
乌头,《燕丹子》：“燕太子丹质于秦，秦王遇之无礼，不得意，欲求归，秦王不听。谬言曰：令乌白头、马生角乃可许耳。丹仰天叹，乌即白头，马生角，秦王不得已而遣之。”,动物部#人事部
陈仓雉,晋干宝《搜神记》卷八：“秦穆公时，陈仓人掘地得物，若羊非羊，若猪非猪。牵以献穆公，道逢二童子。童子曰：此名为媪，常在地食死人脑。若欲杀之，以柏插其首。媪曰：“彼二童子名为陈宝。得雄者王，得雌者伯（霸）。陈仓人舍媪，逐二童子。童子化为雉，飞人平林。陈仓人告穆公，穆公发徒大猎，果得其雌。又化为石，置之汧渭之间。至文公时，为立祠陈宝。其雄飞至南阳，今南阳雉县是其地也。……其后光武（刘秀）起于南阳。”另《史记·秦本纪》“正义”引《括地志》亦载。,动物部
木鸡,《庄子·达生》：“纪消子为王养斗鸡，十日而问：鸡已乎？曰：未也，方虚[忄乔]而恃气。十日又问，曰：未也，犹应响景。十日又问，曰：未也，犹疾视而盛气。十日又问，曰：几矣，鸡虽有鸣者，已无变矣，望之似木鸡矣，其德全矣，异鸡无敢应者，反走矣。”,动物部
鸡肋,#《三国志·魏书·武帝纪）：“（建安二十四年）三月，王自长安出斜谷，军渡要以临汉中，遂至阳平。备因险拒守。”裴松之注引《九州春秋》曰：“时王欲还，出令曰鸡肋，官属不知所谓。主簿杨修便自严装，人惊问修：何以知之？修曰：夫鸡肋，弃之如可惜，食之无所得，以比汉中，知王欲还也。”,动物部
舞山鸡,南朝宋刘敬叔《异苑》卷三：“山鸡爱其毛羽，映水则舞。魏武帝时，南方献之，帝欲其鸣舞而无由。公子苍舒（曹冲）令置大镜其前，鸡鉴形而舞，不知止，遂乏死。”,动物部#文明部#器用部
换鹅,《晋书·王羲之传》：“（王羲之）性爱鹅，……山阴有一道士，养好鹅，羲之往观焉，意甚悦，固求市之。道士云：为写《道德经》，当举群相赠耳。羲之欣然写毕，笼鹅而归，甚以为乐。”《晋中兴书》作写《黄庭经》。,动物部#文明部#人事部
雀伺螳螂,汉刘向《说苑·正谏》：“吴王欲伐荆，告其左右曰：敢有谏者死！舍人有少孺子者欲谏不敢。则怀丸操弹于后园，露沾其衣，如是者三旦。吴王曰：子来！何苦沾衣如此？对曰：园中有树，其上有蝉。蝉高居悲鸣饮露，不知螳螂在其后也。螳螂委身曲跗欲取蝉，而不知黄雀在其傍也。黄雀延颈欲啄螳螂，而不知弹丸在其下也。此三者皆务彼得其前利而不顾其后之有患也。吴王曰；善哉！乃罢其兵。”,动物部
冲天翼,《韩非子·喻老》：“楚庄王莅政三年，无令发，无政为也。右司马御座，而与王隐曰：有鸟止南方之阜，三年不翅，不飞不鸣，嘿然无声，此为何名？王曰：三年不翅将以观长羽翼；不飞不鸣，将以观民则。虽无飞，飞必冲天；虽无鸣，鸣必惊人。”,动物部#人事部
戏五禽,《后汉书哗伦传》：“（华）佗语（吴）普曰：人体欲得劳动，但不当使极耳。……吾有一术，名五禽之戏：一曰虎，二曰鹿，三曰熊，四日猿，五日鸟。亦以除疾，兼利蹄足，以当导引。体有不快，起作一禽之戏，怡而汗出，因以著粉，身体轻便而欲食。”,动物部
叶龙,汉刘向《新序·杂事》：“叶公子高好龙，钩以写龙，凿以写龙，屋室雕文以写龙。于是天龙闻而下之，窥头于牖，施尾于堂。叶公见之，弃而还走，失其魂魄，五色无主。是叶公非好龙也，好夫似龙而非龙者也。”,动物部#人物部#人事部
骊龙,《庄子·列御寇》：“河上有家贫恃纬萧而食者，其子没于渊，得千金之珠。其父谓其子曰：取石来。锻之！夫千金之珠，必在九重之渊而骊龙颔下。子能得珠者，必遭其睡也。使骊龙而寤，子尚奚微之有哉？”,动物部#文明部#器用部#人事部
王祥鲤,晋干宝《搜神记》卷一一：“（王祥）母常欲生鱼，时天寒冰冻，祥解衣，将剖冰求之，冰忽自解，双鲤跃出，持之而归。”,动物部#地理部#伦类部
冯谖有鱼,《战国策·齐策四》：齐人冯援家贫，托食于孟尝君门下，因自言无能，盂尝君便笑予收留。“左右以君贱之也，食以草具。居有顷，倚柱弹其剑，歇曰：长铗（剑把）归来乎、食无鱼！左右以告，孟尝君曰：食之，比门下之客。居有顷，复弹其铁，歌曰：长铗归来乎，出无车！左右皆笑之，以告，孟尝君曰：为之驾，比门下之车客。于是乘其车，揭其剑，过其友曰：孟尝君客我。后有顷，复弹其剑铗，歌曰：长铗归来乎，无以为家！左右皆恶之，以为贪而不知足。盂尝君问：冯公有亲乎？对曰：“有老母。孟尝君使人给其食用，无使乏，于是冯援不复歌。”后来冯援成为盂尝君手下最得力的谋士。,动物部#人事部
钓鱼,《史记·齐太公世家》：“太公望吕尚者，东海上人……吕尚盖尝穷困，年老矣，以渔钓奸周西伯。……（西伯）遇太公于渭之阳，与语大悦。”,动物部#人物部#人事部
前鱼,《战国策·魏策四》：“魏王与龙阳君共船而钓。龙阳君得十余鱼而涕下。王曰：有所不安乎？如是何不相告也。对曰：臣无敢不安也。王曰：然则何为涕出？曰：臣为王之所得鱼也。王曰：何谓也？对曰：臣之始得鱼也，臣甚喜，后得又益大；今臣直欲弃臣前之所得矣。今以臣凶恶，而得为王拂枕席，今臣爵至人君，走人于庭，辟人于途。四海之内，美人亦甚多矣，闻臣之得幸于王也，必褰裳而趋王，臣亦犹曩臣之前所得鱼也，臣亦将弃矣，臣安能无涕出乎。”,动物部#人事部
涸鱼,《庄子·大宗师》：“泉涸，鱼相与处于陆，相呴以湿，相懦以沫，不如相忘于江湖。”,动物部#人事部#伦类部
涸鲋,《庄子·外物》：“庄周家贫，故往贷粟于监河侯。监河侯曰：诺，我将得邑金，将贷子三百金，可乎？庄周忿然作色曰：周昨来，有中道而呼者，周顾视车辙中，有鲋鱼焉。周问之曰：“鲋鱼，来！子何为者邪？”对曰：“我东海之波臣也，君岂有斗升之水而活我哉？”周曰：“诺，我且南游吴越之王，激西江之水而迎子，可乎？”鲋鱼忿然作色曰：“吾失我常与我无所处，吾得斗升之水然活耳。君乃言此，曾不如早索我于枯鱼之肆。”,动物部#地理部#器用部#人事部
支床龟,《史记·龟策列传》：“南方老人用龟支床足，行二十余岁，老人死，移床，龟尚生不死。”,动物部#器用部#人事部
龟藏六,《阿合经》：“有龟被野干所包，藏六而不出，野干怒而舍去。佛告诸比丘：当如龟藏六，自藏六根，魔不得便。”注：“野干，兽名。干音秆。龟首尾及四足凡六。”,动物部#人事部
钓鳌,《列子·汤问）：“龙伯之国有大人，举足不盈数步而暨五山之所，一钓而连六鳌，合负而趣归其国。”,动物部#九流部#地理部
春蚓秋蛇,宋苏轼《书刘景文所藏王子敬帖绝句》：“家鸡野骛同登俎，春蚓秋蛇总人奁。”《晋书、王羲之传》：“（萧）子云近世擅名江表，然仅得成书，无丈夫之气，行行若索春蚓，字字若绾秋蛇。”,动物部
蛇有足,《战国策·齐策二》：“楚有祠者，赐其舍人卮酒。舍人相谓曰：数人饮之不足，一人饮之有余。请画地为蛇，先成者饮酒。”一人蛇先成，引酒且饮之，乃左手持卮，右手画蛇，曰：吾能为之足。未成，一人之蛇成，夺其卮曰：蛇固无足，子安能为之足！遂饮其酒。为蛇足者，终亡其酒。”,动物部#文明部#人事部
两部蛙,《南齐书·孔稚珪传》：“（孔）稚珪风韵清疏，好文咏，饮酒七八斗。……居宅盛营山水，凭机独酌，傍无杂事。门庭之内，草莱不剪，中有蛙鸣，或问之曰：欲为陈蕃乎？稚硅笑曰：我以此当两部鼓吹，何必期效仲举？”,动物部
官蛙,《晋书·惠帝纪》：“帝又尝在华林园，闻虾蟆声，谓左右曰：此鸣者为官乎？私乎？或对曰：在官地为官，在私地为私。……其蒙蔽皆此类也。”,动物部
蜗角,《庄子·阳》：“有国于蜗之左角者，曰触氏；有国于蜗之右角者，曰蛮氏。时相与争地而战，伏尸数万，逐北，旬有五日而后反。”,动物部#武备部
水中蟹,《晋书·解系传》：“及张华、裴頠之被诛也。（赵王）伦、（孙）秀以宿憾收系兄弟。梁工肜救系等。伦怒曰：我于水中见蟹且恶之，况此人兄弟轻我邪！此而可忍，孰不可忍！”,动物部#人事部
蚌鹬相持,《战国策·燕策二》：“蚌方出曝，而鹬啄其肉，蚌合而拑其喙。鹬曰：今日不雨，明日不雨，即有死蚌。蚌亦谓鹬曰：今日不出，明日不出，即有死鹬。两者不肯相舍，渔者得而并禽之。”,动物部
短狐,《春秋·庄公十八年》：“秋，有[上或下虫]。”杜预注：“[上或下虫]，短狐也，盖以含沙射人为实。”,动物部#地理部#政事部
鲛人,晋张华《博物志》卷二：“南海外有鲛人，水居如鱼，不废织绩，其眼能泣珠，从水出，寓人家，积日卖绢。将去，从主人索一器，泣而成珠，满盘以与主人。”,动物部#器用部#人体部
墨翟丝,《墨子·所染》：“子墨子言见染丝者而叹曰：染于苍则苍，染于黄则黄，所入者变，其色亦变，五入必，而已则为五色矣，故染不可不慎也。”,器用部#人事部
青囊,《晋书·郭璞传》：“有郭公者，客居河东，精于卜筮，（郭）璞从之受业。公以《青囊中书》九卷与之，由是遂洞五行、天文、卜筮之术，攘灾转祸，通致无方，虽京房、管格不能过也。璞门人赵载尝窃《青囊书》，未及读，而为火所焚。”,九流部#文明部#器用部
紫罗囊,《晋书·谢玄传》：“（谢）玄少好佩紫罗香囊，（谢）安患之，而不欲伤其意，因戏赌取。即焚之。”,九流部#器用部
烂斧柯,梁任明《述异记》卷上：“信安郡石室山，晋时王质伐木至，见童子数人，棋而歌，质因所之。童子以一物与质，如枣核，质含之，不觉饥。俄顷，童子曰。何不去？质起，视斧柯尽烂。既归，无复时人。”,九流部#人物部#器用部
郢匠斤,《庄子·徐无鬼》：“鄙人垩慢其鼻端若蝇翼，使匠石斫之，匠石运斤成风，听而斫之，尽垩而鼻不伤，鄂人立不失容。”,人物部#器用部#九流部#人事部#人体部
祝网,《吕氏春秋·异用》：“汤见祝网者置四面。其祝日；从天坠者，从地出者，从四方来者，皆离吾网。汤曰：嘻，尽之矣！非桀其孰为此也。汤收其三面，置其一面，更教祝曰：昔蛛螫作网罟，今之人学纾。欲左者左，欲右者右，欲高者高，欲下者下，吾取其犯命者。”,动物部#人物部#政事部#器用部
邻女梭,《晋书·谢鲲传》：“邻家高氏女有美色，（谢）鲲尝挑之，女投梭，折其两齿。时人为之语曰：任达不已，幼舆折齿。””,人物部#器用部
七宝鞭,《晋书·明帝纪》：“（太宁二年）六月，（王）敦将举兵内向，帝密知之，乃乘巴滇骏马微行，至于湖，阴察敦营垒而出。有军士疑帝非常人。又敦正昼寝，梦日环其城，惊起曰：此必黄须鲜卑奴来也。……于是使五骑物色追帝。帝亦驰去，马有遗粪，辄以水灌之。见逆旅卖食妪，以七宝鞭与之，曰：后有骑来，可以此示也。俄而追者至，问妪。妪曰：去已远矣。”因以鞭示之。五骑传玩，稽留遂久。又见马粪冷，以为信远而止不追。帝仅而获免。”,器用部
祖生鞭,《晋书·刘琨传》：“（刘）琨少负志气，有纵横之才，善交胜己，而颇浮夸。与范阳祖逖为友，闻逖被用，与亲故书曰：吾枕戈待旦，志枭逆虏，常恐祖生先吾著鞭。其意气相期如此。”,器用部#人事部
玉棺,后汉书·方术列传·王乔传》：“（王）乔有神术，每月朔望，常自县诣台朝。……后天下玉棺于堂前，吏人推排，终不动摇。乔曰：天帝独召我邪？乃沐浴服饰寝其中，盖便立覆。宿昔葬于城东，土自成坟。”,器用部#人事部
祢生刺,《后汉书·祢衡传》：“建安初，（祢衡）来游许下。始达颖川，乃阴怀一刺，既而无所之适，至于刺字漫灭。”,器用部#人事部
季鹰杯,《晋书·张翰传》：“（张）翰任心自适，不求当世。或谓之曰：卿乃可纵适一时，独不为身后名邪？答曰：使我有身后名，不如即时一杯酒、时人贵其旷达。”,器用部
缺唾壶,《世说新语·豪爽》：“王处仲每酒后辄咏老骥伏枥，志在千里。烈士暮年，壮心不已。以如意打唾壶，壶口尽缺。”,文明部#器用部#人事部
北海樽,《三国志·魏志·崔淡传》裴松之注引张锸璠《汉纪》：“太祖……以法免（孔）融官。岁余，拜太中大夫。虽居家失势，而宾客日满其门，爱才乐酒，常叹曰：坐上客常满，槽中酒不空，吾无忧矣。”,器用部#人事部
许由瓢,汉蔡邕《琴操·河间杂歌·箕山操》：“许由者，古之贞固之士也，尧时为布衣，夏则巢居，冬则穴处，饥则仍（依）山而食，渴则仍河而饮，无杯器，常以手捧水而饮之。人见其无器，以一瓢遗之，由操饮毕，以瓢挂树，风吹树动，历历有声，由以为烦扰，遂取损之。”,植物部#人物部#器用部#人事部
魏王瓠,《庄子·逍遥游》：“惠子谓庄子曰：魏王贻我大瓠之种，我树之成而实五石。以盛水浆，其坚不能自举也。剖之以为瓢，则瓠落无所容。非不呺然大也。吾为其无用而掊之。”,器用部
破釜,《史记·项羽本纪》：秦军围赵王于鉅鹿，项羽“乃遣当阳君、蒲将军将卒二万渡河，救鉅鹿。战少利，陈馀复请兵。项羽乃悉引兵渡河，皆沉船，破釜甑，烧庐舍，持三日粮，以示士卒必死，无一还心。”遂大破秦军。,器用部
周鼎,《左传·宣公三年》：“楚子伐陆浑之戎，遂至于雒，观兵于周疆。定王使王孙满劳楚子。楚子问鼎之大小、轻重焉。对曰：在德不在鼎。……俺纣暴虐，鼎迁于周。德之休明，虽小，重也。其奸回昏乱，虽大，轻也。天祚明德，有所底止。成王定鼎于郏鄏，卜世三十，卜年七百，天所命也。周德虽衰，天命未改。鼎之轻重，未可问也。”,人物部#政事部#器用部#人事部
始宁墅,《宋书·谢灵运传》：“（谢）灵运父祖并葬始宁县，并有故宅及墅，遂移籍会稽，修营别业，傍山带江，尽幽居之美。与隐士王弘之、孔淳之等纵放为娱，有终焉之志。”,器用部#人事部
安乐窝,《宋史·邵雍传》：“（邵）雍岁时耕稼，仅给衣食。名其居曰安乐窝，因自号安乐先生。”,器用部
袁闳室,《后汉书·袁闳传》：“延熹末，党事将作，（袁）闳遂散发绝世，欲投迹深林。以母老不宜远遁，乃筑土室，四周于庭，不为户，自牖纳饮食而已。”,器用部
对泣新亭,南朝宋刘义庆《世说新语·言语》：“过江诸人，每至美日，辄相邀新亭，藉卉饮宴。周侯（[岂页]）中坐而叹曰：风景不殊，正自有山河之异！皆相视流泪。唯王丞相（导）愀然变色曰：当共戮力王室，克复神州，何至作楚因相对？”,人体部#器用部#人事部
柏梁台,三辅黄图·台挪：“柏梁台，武帝元鼎二年春起。此台在长安城中北关内。《三辅旧事》云：以香柏为梁也，帝尝置酒其上，诏群臣和诗，能七言诗者乃得上。”,文明部#器用部#人事部
债筑台,《汉书·诸侯王表序》：“分为二周，有逃责（债）之台。”唐颜师古注：“服虔曰：周赧工负责，无以归之，主迫责急，乃逃于此台，后人因以名之。”,器用部
黄金台,《战国策·燕策一》：“于是昭王为（郭）隗筑宫而师之，乐毅自魏往，邹衍自齐往，剧辛自赵往，士争凑燕。”,人物部#政事部#器用部
庾公楼,南朝宋刘义庆《世说新语·容止》：“庚太尉（亮）在武昌，秋夜气佳景清，使吏殷浩、王胡之之徒登南楼理咏，音调始遒，闻函道中有屐声甚厉，定是庾公。俄而率左右十许人步来，诸贤欲起避之。公徐曰：诸君少住，老子于此处兴复不浅。因便据胡床，与诸人咏谑，竟坐，甚得任乐。”,器用部#人事部
凌烟阁,《大唐新语·褒锡》：“贞观十七年，太宗图画太原倡义及秦府功臣赵公长孙无忌……等二十四人于凌烟阁。太宗亲为之赞，褚遂良题阁，阎立本画。”,文明部#器用部
鲤庭,《论语·季氏》：“陈亢问于伯鱼曰：子亦有异闻乎？对曰：未也。尝独立，鲤趋而过庭。曰：学诗乎？对曰：未也。不学诗，无以言。鲤退而学诗。他日，又独立，鲤趋而过庭。曰：学礼乎？对曰：未也。不学礼，无以立。鲤退而学礼。闻斯二者，陈亢退而喜曰：问一得三，闻诗，闻礼，又闻君子之远其子也。”,人事部#器用部#伦类部
九重门,宋玉《九辩》：“岂不郁陶而思君兮，君之门以九重。”王逸注：“君门深遽，不可至也。”,人物部#器用部
雀罗门,《史记·汲郑列传》：“始翟公为廷尉，宾客阗门；及废，门外可设雀罗。翟公复为廷尉，宾客欲往，翟公乃大署其门曰：一死一生，乃知交情；一贫一富，乃知交态；一贵一贱，交情乃见。”,动物部#人物部#器用部#人事部#伦类部
夫子墙,《论语·子张》：“叔孙武叔语大夫于朝曰：子贡贤于仲尼。子服景伯以告子贡。子贡曰：譬之宫墙，赐之墙也及肩，窥见室家之好。夫子之墙数仞，不得其门而入，不见宗庙之美，百官之富。得其门者或寡矣。夫子之云，不亦宜乎！”,文明部#器用部
家四壁,《史记·司马相如列传》：“（卓）文君夜亡奔相如，相如乃与驰归成都。家居徒四壁立。”,器用部#人事部
颜坯,《淮南子·齐俗训》：“颜阖，鲁君欲相之而不肯，使人以弊先焉，凿培而遁之。”注：“培，屋后墙也。”,器用部#政事部#人事部
墨翟突,《淮南子·修务训》：“孔子无黔突（深灶），墨子无暖席。”突，后多作突。后又多言“孔子无暖席，墨子无黔突”。,器用部
黄公肆,世说新语·伤逝》：“王濬冲为尚书令，著公服，乘轺车，经黄公酒垆下过，顾谓后车客：吾昔与嵇叔夜、阮嗣宗共酣饮于此垆，竹林之游，亦预其末。自嵇生夭、阮公亡以来，便为时所羁绁。今日视此虽近，邈若山河。”,器用部#人事部
堕泪碑,《晋书·羊枯传》：“（羊）祜率营兵出镇南夏，开设庠序，绥怀远近，甚得江汉之心。……祜乐山水，每风景，必造岘山，置酒言咏，终日不倦。”羊祜死后，“襄阳百姓于岘山祜平生游憩之所建碑立庙，岁时飨祭焉。望其碑者莫不流涕，杜预因名为堕泪碑。”,人物部#器用部#人事部#地理部#人体部
黄金屋,汉班固《汉武故事》：“胶东王（汉武帝刘彻）数岁，（长）公主抱置膝上，问曰：儿欲得妇否？长主指左右长御百余人，皆云不用。指其女：阿娇好否？笑对曰：好。若得阿娇作妇，当作金屋贮之。长主大悦，乃苦要上，遂成婚焉。”,人物部#器用部
管宁床,晋皇甫温《高士传·管宁》：丶管宁）常坐一木榻上，积五十五年未尝箕踞，榻上当膝皆穿。”,器用部#人事部
徐孺榻,《后汉书·徐稚传》：徐稚字孺子，“屡辟公府，不起。时陈善为太守，以礼请署功曹，稚不免之，既谒而退。蕃在郡不接宾客，唯稚来特设一榻，去则县之。”,人物部#器用部#伦类部
孙被,《汉书。公孙弘传》：“汲黯曰：（公孙）弘位在三公；奉禄甚多，然为布被，此诈也。上问弘，弘谢曰：有之。夫九卿与臣善者，无过黯，然今日庭诘弘，诚中弘之疾。夫以三公为布被，诚饰诈，欲以钓名。……今臣弘位为御史大夫，为布被，自九卿以下至于小吏，无差诚如黯言。且无黯，陛下安闻此言？”,人物部#器用部#人事部
姜被,《后汉书·姜肽传》：“（姜）肱与二弟仲海、季江，俱以孝行著闻。其友爱天至，常共卧起。”注引《谢承书》曰：“肱感《恺风》之孝，兄弟同被而寝。”,器用部#伦类部
鄂君被,《说苑·善说》：鄂君子皙泛舟于新波之中，“榜枻越人拥揖而歌，歌辞曰……今夕何夕兮，搴舟中流；今日何日兮，得与王子同舟。蒙羞被好兮，不訾诟耻。心几顽而不绝兮，得知王子。山有木兮木有枝，心说君兮君不知。于是鄂君子皙乃揄修袂行而拥之，举绣被而覆之。”,人物部#器用部
黔娄被,汉刘向《列女传·鲁黔娄妻》：黔娄死，曾子往吊，见以布被覆尸，覆头则足见，覆足则头见。曾子曰：“斜引其被则敛矣。”黔妻曰斜而有徐，不如正而不足也,人物部#器用部#人事部
半毡,南史·江革传》：“（谢）眺尝行还过候革，时大寒雪，见革弊絮单席，而耽学不倦，嗟叹久之，乃脱其所着襦，并手割半毡与革充卧具而去。”,器用部
